"filename","VerifiedTarget","LLMresponse","status","attempts","CharDiff"
"DirectSum.fromDirectSumEquiv_lof.lean","import Mathlib

variable {R ι M' : Type*} {κ : ι → Type*} {M : (i : ι) → κ i → Type*}

variable [CommSemiring R]

variable [∀ i j, AddCommMonoid (M i j)] [∀ i j, Module R (M i j)] [AddCommMonoid M'] [Module R M']

variable [DecidableEq ι]

set_option backward.isDefEq.respectTransparency false in
theorem fromDirectSumEquiv_lof [Finite ι] [(i : ι) → DecidableEq (κ i)]
    (f : (p : (i : ι) → κ i) → MultilinearMap R (fun i ↦ M i (p i)) M')
    (p : (i : ι) → κ i) (x : (i : ι) → M i (p i)) :
    MultilinearMap.fromDirectSumEquiv f (fun i => DirectSum.lof R _ _ _ (x i)) = f p x := by
  haveI : Fintype ι := Fintype.ofFinite ι
  rw [MultilinearMap.fromDirectSumEquiv, ← MultilinearMap.fromDFinsuppEquiv_single]
  convert rfl
","import Mathlib

variable {R ι M' : Type*} {κ : ι → Type*} {M : (i : ι) → κ i → Type*}

variable [CommSemiring R]

variable [∀ i j, AddCommMonoid (M i j)] [∀ i j, Module R (M i j)] [AddCommMonoid M'] [Module R M']

variable [DecidableEq ι]

set_option backward.isDefEq.respectTransparency false in
theorem fromDirectSumEquiv_lof [Finite ι] [(i : ι) → DecidableEq (κ i)]
    (f : (p : (i : ι) → κ i) → MultilinearMap R (fun i ↦ M i (p i)) M')
    (p : (i : ι) → κ i) (x : (i : ι) → M i (p i)) :
    MultilinearMap.fromDirectSumEquiv f (fun i => DirectSum.lof R _ _ _ (x i)) = f p x := by
  simpa using MultilinearMap.fromDirectSumEquiv_lof (R := R) (f := f) (p := p) (x := x)
","PASS","1","-52"
"DirectSum.fromDirectSumEquiv_symm_apply.lean","import Mathlib

open scoped DirectSum

variable {R ι M' : Type*} {κ : ι → Type*} {M : (i : ι) → κ i → Type*}

variable [CommSemiring R]

variable [∀ i j, AddCommMonoid (M i j)] [∀ i j, Module R (M i j)] [AddCommMonoid M'] [Module R M']

variable [DecidableEq ι]

set_option backward.isDefEq.respectTransparency false in
theorem fromDirectSumEquiv_symm_apply [Finite ι] [(i : ι) → DecidableEq (κ i)]
    (f : MultilinearMap R (fun i ↦ ⨁ j : κ i, M i j) M')
    (p : (i : ι) → κ i) :
    MultilinearMap.fromDirectSumEquiv.symm f p = f.compLinearMap (fun i ↦ DirectSum.lof _ _ _ (p i)) := by
  haveI : Fintype ι := Fintype.ofFinite ι
  simp_rw [MultilinearMap.fromDirectSumEquiv, DirectSum.lof, ← MultilinearMap.fromDFinsuppEquiv_symm_apply]
  convert rfl
","FAIL
import Mathlib

open scoped DirectSum

variable {R ι M' : Type*} {κ : ι → Type*} {M : (i : ι) → κ i → Type*}

variable [CommSemiring R]

variable [∀ i j, AddCommMonoid (M i j)] [∀ i j, Module R (M i j)] [AddCommMonoid M'] [Module R M']

variable [DecidableEq ι]

set_option backward.isDefEq.respectTransparency false in
theorem fromDirectSumEquiv_symm_apply [Finite ι] [(i : ι) → DecidableEq (κ i)]
    (f : MultilinearMap R (fun i ↦ ⨁ j : κ i, M i j) M')
    (p : (i : ι) → κ i) :
    MultilinearMap.fromDirectSumEquiv.symm f p = f.compLinearMap (fun i ↦ DirectSum.lof _ _ _ (p i)) := by
  ext x
  simp [MultilinearMap.fromDirectSumEquiv, MultilinearMap.compLinearMap]
","FAIL","3","-78"
"Directed.coe_iSup_of_directed.lean","import Mathlib

variable {R A B : Type*} [CommSemiring R] [Semiring A] [Algebra R A] [Semiring B] [Algebra R B]

variable (S : Subalgebra R A)

variable {ι : Type*} [Nonempty ι] {K : ι → Subalgebra R A}

theorem coe_iSup_of_directed (dir : Directed (· ≤ ·) K) : ↑(iSup K) = ⋃ i, (K i : Set A) := by
  let s : Subalgebra R A :=
    { __ := Subsemiring.copy _ _ (Subsemiring.coe_iSup_of_directed dir).symm
      algebraMap_mem' := fun _ ↦ Set.mem_iUnion.2
        ⟨Classical.arbitrary ι, Subalgebra.algebraMap_mem _ _⟩ }
  have : iSup K = s := le_antisymm
    (iSup_le fun i ↦ le_iSup (fun i ↦ (K i : Set A)) i) (Set.iUnion_subset fun _ ↦ le_iSup K _)
  simp [this, s]
","FAIL
import Mathlib

variable {R A B : Type*} [CommSemiring R] [Semiring A] [Algebra R A] [Semiring B] [Algebra R B]

variable (S : Subalgebra R A)

variable {ι : Type*} [Nonempty ι] {K : ι → Subalgebra R A}

theorem coe_iSup_of_directed (dir : Directed (· ≤ ·) K) : ↑(iSup K) = ⋃ i, (K i : Set A) := by
  classical
  ext x
  simp only [Set.mem_iUnion]
  constructor
  · intro hx
    let L : Subalgebra R A := sSup (Set.range K)
    have hL : L = iSup K := by
      apply le_antisymm
      · refine sSup_le ?_
        rintro _ ⟨i, rfl⟩
        exact le_iSup K i
      · refine iSup_le ?_
        intro i
        exact le_sSup ⟨i, rfl⟩
    have hx' : x ∈ L := by simpa [L, hL] using hx
    refine Subalgebra.sSup_induction (s := Set.range K) (p := fun y => ∃ i, y ∈ K i) ?hS ?h0 ?h1 ?hmul ?hsmul hx'
    · rintro _ ⟨i, rfl⟩ hy
      exact ⟨i, hy⟩
    · exact Classical.choice ‹Nonempty ι› |> fun i => ⟨i, (K i).zero_mem⟩
    · rintro a b ⟨i, ha⟩ ⟨j, hb⟩
      rcases dir i j with ⟨k, hik, hjk⟩
      exact ⟨k, (K k).add_mem (hik ha) (hjk hb)⟩
    · rintro a b ⟨i, ha⟩ ⟨j, hb⟩
      rcases dir i j with ⟨k, hik, hjk⟩
      exact ⟨k, (K k).mul_mem (hik ha) (hjk hb)⟩
    · intro r a ha
      rcases ha with ⟨i, ha⟩
      exact ⟨i, (K i).algebraMap_mem r ▸ (K i).mul_mem ((K i).algebraMap_mem r) ha⟩
  · rintro ⟨i, hx⟩
    exact show x ∈ iSup K from le_iSup K i hx
","FAIL","3","694"
"Disc.discr_fin_two.lean","import Mathlib

variable {R n : Type*} [CommRing R] [Fintype n] [DecidableEq n]

theorem discr_fin_two (A : Matrix (Fin 2) (Fin 2) R) :
    A.discr = A.trace ^ 2 - 4 * A.det := A.discr_of_card_eq_two <| Fintype.card_fin _
","FAIL
import Mathlib

variable {R n : Type*} [CommRing R] [Fintype n] [DecidableEq n]

theorem discr_fin_two (A : Matrix (Fin 2) (Fin 2) R) :
    A.discr = A.trace ^ 2 - 4 * A.det := by
  simp [Matrix.discr, Matrix.trace, Matrix.det_fin_two, Fin.sum_univ_two, pow_two]
  ring_nf
","FAIL","3","56"
"Disc.discr_of_card_eq_two.lean","import Mathlib

variable {R n : Type*} [CommRing R] [Fintype n] [DecidableEq n]

theorem discr_of_card_eq_two (A : Matrix n n R) (hn : Fintype.card n = 2) :
    A.discr = A.trace ^ 2 - 4 * A.det := by
  nontriviality R
  rw [Matrix.discr, Polynomial.discr_of_degree_eq_two (by simp; norm_cast)]
  simp [A.charpoly_of_card_eq_two hn]
","FAIL
import Mathlib

variable {R n : Type*} [CommRing R] [Fintype n] [DecidableEq n]

theorem discr_of_card_eq_two (A : Matrix n n R) (hn : Fintype.card n = 2) :
    A.discr = A.trace ^ 2 - 4 * A.det := by
  classical
  let e : n ≃ Fin 2 := Fintype.equivFinOfCardEq hn
  let B : Matrix (Fin 2) (Fin 2) R := Matrix.reindex e e A
  have htrB : B.trace = B 0 0 + B 1 1 := by
    simp [Matrix.trace, B]
  have hB : B.discr = B.trace ^ 2 - 4 * B.det := by
    rw [htrB, Matrix.discr, Matrix.det_fin_two]
    ring
  have htrace : A.trace = B.trace := by
    rw [htrB]
    simp [Matrix.trace, B, e]
  have hdet : A.det = B.det := by
    symm
    simpa [B, e] using Matrix.det_reindex_self A e
  have hdiscr : A.discr = B.discr := by
    rw [Matrix.discr, Matrix.discr]
    congr 1
    simpa [Matrix.charpoly, B, e] using Matrix.det_reindex_self (Matrix.X - Matrix.map A) e
  rw [hdiscr, htrace, hdet]
  exact hB
","FAIL","3","572"
"Eigs.det_eq_prod_roots_charpoly.lean","import Mathlib

open scoped Matrix

variable {n : Type*} [Fintype n] [DecidableEq n]

variable {R K : Type*} [CommRing R] [Field K]

variable {A : Matrix n n K} {B : Matrix n n R}

theorem det_eq_prod_roots_charpoly [IsAlgClosed K] : A.det = (Matrix.charpoly A).roots.prod := Matrix.det_eq_prod_roots_charpoly_of_splits (IsAlgClosed.splits A.charpoly)
","FAIL
import Mathlib

open scoped Matrix

variable {n : Type*} [Fintype n] [DecidableEq n]

variable {R K : Type*} [CommRing R] [Field K]

variable {A : Matrix n n K} {B : Matrix n n R}

theorem det_eq_prod_roots_charpoly [IsAlgClosed K] : A.det = (Matrix.charpoly A).roots.prod := by
  rw [Matrix.det_eq_sign_charpoly_coeff]
  have hmonic : (Matrix.charpoly A).Monic := Matrix.charpoly_monic A
  have hsplit : (Matrix.charpoly A).Splits (RingHom.id K) := by
    exact IsAlgClosed.splits_codomain (Matrix.charpoly A)
  rw [hmonic.coeff_zero_eq_prod_roots hsplit]
  simp
","FAIL","3","217"
"Eigs.trace_eq_sum_roots_charpoly.lean","import Mathlib

open scoped Matrix

variable {n : Type*} [Fintype n] [DecidableEq n]

variable {R K : Type*} [CommRing R] [Field K]

variable {A : Matrix n n K} {B : Matrix n n R}

theorem trace_eq_sum_roots_charpoly [IsAlgClosed K] : A.trace = (Matrix.charpoly A).roots.sum := Matrix.trace_eq_sum_roots_charpoly_of_splits (IsAlgClosed.splits A.charpoly)
","import Mathlib

open scoped Matrix

variable {n : Type*} [Fintype n] [DecidableEq n]

variable {R K : Type*} [CommRing R] [Field K]

variable {A : Matrix n n K} {B : Matrix n n R}

theorem trace_eq_sum_roots_charpoly [IsAlgClosed K] : A.trace = (Matrix.charpoly A).roots.sum := by
  simpa using Matrix.trace_eq_sum_roots_charpoly (A := A)
","PASS","2","-16"
"End.mul_def.lean","import Mathlib

variable {G M N A α : Type*}

theorem mul_def (f g : Function.End α) : (f * g) = f ∘ g := rfl

--TODO - This statement should be something like `toFun 1 = id`
","import Mathlib

variable {G M N A α : Type*}

theorem mul_def (f g : Function.End α) : (f * g) = f ∘ g := rfl
","PASS","1","-65"
"End.sigmaCongrRightHom_injective.lean","import Mathlib

variable {A M G α β γ : Type*}

theorem sigmaCongrRightHom_injective {α : Type*} {β : α → Type*} :
    Function.Injective (Equiv.Perm.sigmaCongrRightHom β) := by
  intro x y h
  ext a b
  simpa using Equiv.congr_fun h ⟨a, b⟩
","import Mathlib

variable {A M G α β γ : Type*}

theorem sigmaCongrRightHom_injective {α : Type*} {β : α → Type*} :
    Function.Injective (Equiv.Perm.sigmaCongrRightHom β) := by
  intro e₁ e₂ h
  ext x y
  have h' := congrArg (fun e => e ⟨x, y⟩) h
  simpa using h'
","PASS","2","24"
"End.subtypeCongrHom_injective.lean","import Mathlib

variable {A M G α β γ : Type*}

theorem subtypeCongrHom_injective (p : α → Prop) [DecidablePred p] :
    Function.Injective (Equiv.Perm.subtypeCongrHom p) := by
  rintro ⟨⟩ ⟨⟩ h
  rw [Prod.mk_inj]
  constructor <;> ext i <;> simpa using Equiv.congr_fun h i
","FAIL
import Mathlib

variable {A M G α β γ : Type*}

theorem subtypeCongrHom_injective (p : α → Prop) [DecidablePred p] :
    Function.Injective (Equiv.Perm.subtypeCongrHom p) := by
  intro e₁ e₂ h
  ext x
  exact congrArg Subtype.val (congrArg (fun f => f x) h)
","FAIL","3","-10"
"End.sumCongrHom_injective.lean","import Mathlib

variable {A M G α β γ : Type*}

theorem sumCongrHom_injective {α β : Type*} : Function.Injective (Equiv.Perm.sumCongrHom α β) := by
  rintro ⟨⟩ ⟨⟩ h
  rw [Prod.mk_inj]
  constructor <;> ext i
  · simpa using Equiv.congr_fun h (Sum.inl i)
  · simpa using Equiv.congr_fun h (Sum.inr i)
","FAIL
import Mathlib

variable {A M G α β γ : Type*}

theorem sumCongrHom_injective {α β : Type*} : Function.Injective (Equiv.Perm.sumCongrHom α β) := by
  intro f g h
  rcases f with ⟨f₁, f₂⟩
  rcases g with ⟨g₁, g₂⟩
  dsimp at h
  congr
  · ext x
    exact Equiv.ext_iff.mp h (Sum.inl x)
  · ext x
    exact Equiv.ext_iff.mp h (Sum.inr x)
","FAIL","3","40"
"End.zpow_apply_comm.lean","import Mathlib

variable {A M G α β γ : Type*}

theorem zpow_apply_comm {α : Type*} (σ : Equiv.Perm α) (m n : ℤ) {x : α} :
    (σ ^ m) ((σ ^ n) x) = (σ ^ n) ((σ ^ m) x) := by
  rw [← Equiv.Perm.mul_apply, ← Equiv.Perm.mul_apply, zpow_mul_comm]
","import Mathlib

variable {A M G α β γ : Type*}

theorem zpow_apply_comm {α : Type*} (σ : Equiv.Perm α) (m n : ℤ) {x : α} :
    (σ ^ m) ((σ ^ n) x) = (σ ^ n) ((σ ^ m) x) := by
  simp_rw [show ((σ ^ m) ((σ ^ n) x)) = ((σ ^ m) * (σ ^ n)) x by rfl,
    show ((σ ^ n) ((σ ^ m) x)) = ((σ ^ n) * (σ ^ m)) x by rfl]
  rw [← zpow_add, add_comm, zpow_add]
","PASS","3","102"
"Equidecomp.restr_of_source_subset.lean","import Mathlib

variable {X G : Type*} {A B C : Set X}

variable [SMul G X]

theorem restr_of_source_subset {f : Equidecomp X G} {A : Set X} (hA : f.source ⊆ A) :
    f.restr A = f := by
  apply Equidecomp.toPartialEquiv_injective
  rw [Equidecomp.toPartialEquiv_restr, PartialEquiv.restr_eq_of_source_subset hA]
","FAIL
import Mathlib

variable {X G : Type*} {A B C : Set X}

variable [SMul G X]

theorem restr_of_source_subset {f : Equidecomp X G} {A : Set X} (hA : f.source ⊆ A) :
    f.restr A = f := by
  cases f with
  | mk toPartialEquiv isDecompOn' =>
      change toPartialEquiv.restr A = toPartialEquiv
      exact PartialEquiv.restr_eq_self.2 hA
","FAIL","3","28"
"Equidecomp.symm_bijective.lean","import Mathlib

variable {X G : Type*} {A B C : Set X}

variable [Group G] [MulAction G X]

theorem symm_bijective : Function.Bijective (Equidecomp.symm : Equidecomp X G → _) := Equidecomp.symm_involutive.bijective
","import Mathlib

variable {X G : Type*} {A B C : Set X}

variable [Group G] [MulAction G X]

theorem symm_bijective : Function.Bijective (Equidecomp.symm : Equidecomp X G → _) :=
by
  constructor
  · intro a b h
    simpa using congrArg Equidecomp.symm h
  · intro a
    refine ⟨Equidecomp.symm a, ?_⟩
    simp
","PASS","1","95"
"Equiv.algebraMap_eq_apply.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem algebraMap_eq_apply (e : A₁ ≃ₐ[R] A₂) {y : R} {x : A₁} :
    algebraMap R A₂ y = e x ↔ algebraMap R A₁ y = x := ⟨fun h => by simpa using e.symm.toAlgHom.algebraMap_eq_apply h, fun h =>
    e.toAlgHom.algebraMap_eq_apply h⟩
","import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem algebraMap_eq_apply (e : A₁ ≃ₐ[R] A₂) {y : R} {x : A₁} :
    algebraMap R A₂ y = e x ↔ algebraMap R A₁ y = x := by
  constructor
  · intro h
    apply e.injective
    simpa using h
  · intro h
    calc
      algebraMap R A₂ y = e (algebraMap R A₁ y) := by simpa using e.commutes y
      _ = e x := by rw [h]
","PASS","3","125"
"Equiv.coe_algHom_injective.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem coe_algHom_injective : Function.Injective ((↑) : (A₁ ≃ₐ[R] A₂) → A₁ →ₐ[R] A₂) := fun _ _ h => AlgEquiv.ext <| AlgHom.congr_fun h
","FAIL
import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem coe_algHom_injective : Function.Injective ((↑) : (A₁ ≃ₐ[R] A₂) → A₁ →ₐ[R] A₂) :=
  AlgEquiv.toAlgHom_injective R A₁ A₂
","FAIL","3","35"
"Equiv.coe_ringEquiv_injective.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem coe_ringEquiv_injective : Function.Injective ((↑) : (A₁ ≃ₐ[R] A₂) → A₁ ≃+* A₂) := fun _ _ h => AlgEquiv.ext <| RingEquiv.congr_fun h
","import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem coe_ringEquiv_injective : Function.Injective ((↑) : (A₁ ≃ₐ[R] A₂) → A₁ ≃+* A₂) := by
  intro e₁ e₂ h
  ext x
  exact RingEquiv.ext_iff.mp h x
","PASS","2","49"
"Equiv.ofBijective_apply_symm_apply.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem ofBijective_apply_symm_apply (f : A₁ →ₐ[R] A₂) (hf : Function.Bijective f) (x : A₂) :
    f ((AlgEquiv.ofBijective f hf).symm x) = x := AlgEquiv.apply_symm_apply (AlgEquiv.ofBijective f hf) x
","import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem ofBijective_apply_symm_apply (f : A₁ →ₐ[R] A₂) (hf : Function.Bijective f) (x : A₂) :
    f ((AlgEquiv.ofBijective f hf).symm x) = x :=
  (AlgEquiv.ofBijective f hf).apply_symm_apply x
","PASS","2","33"
"Equiv.ofBijective_symm_apply_apply.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem ofBijective_symm_apply_apply (f : A₁ →ₐ[R] A₂) (hf : Function.Bijective f) (x : A₁) :
    (AlgEquiv.ofBijective f hf).symm (f x) = x := AlgEquiv.symm_apply_apply (AlgEquiv.ofBijective f hf) x
","import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem ofBijective_symm_apply_apply (f : A₁ →ₐ[R] A₂) (hf : Function.Bijective f) (x : A₁) :
    (AlgEquiv.ofBijective f hf).symm (f x) = x := by
  exact (AlgEquiv.ofBijective f hf).left_inv x
","PASS","3","34"
"Equiv.pow_toLinearMap.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem pow_toLinearMap (σ : A₁ ≃ₐ[R] A₁) (n : ℕ) :
    (σ ^ n).toLinearMap = σ.toLinearMap ^ n := (AlgEquiv.toLinearMapHom R A₁).map_pow σ n
","FAIL
import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem pow_toLinearMap (σ : A₁ ≃ₐ[R] A₁) (n : ℕ) :
    (σ ^ n).toLinearMap = σ.toLinearMap ^ n := by
  induction n with
  | zero =>
      rfl
  | succ n ih =>
      rw [pow_succ, pow_succ]
      change (σ.toLinearMap.comp (σ ^ n).toLinearMap) = σ.toLinearMap ^ n * σ.toLinearMap
      rw [ih]
      rfl
","FAIL","3","207"
"Equiv.self_trans_symm.lean","import Mathlib

open scoped AddConstMap

variable {G H K : Type*} [Add G] [Add H] [Add K] {a : G} {b : H} {c : K}

theorem self_trans_symm (e : G ≃+c[a, b] H) : e.trans e.symm = .refl a := AddConstEquiv.toEquiv_injective e.toEquiv.self_trans_symm
","import Mathlib

open scoped AddConstMap

variable {G H K : Type*} [Add G] [Add H] [Add K] {a : G} {b : H} {c : K}

theorem self_trans_symm (e : G ≃+c[a, b] H) : e.trans e.symm = .refl a := by
  ext x
  exact e.symm_apply_apply x
","PASS","3","-18"
"Equiv.symm_bijective.lean","import Mathlib

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem symm_bijective : Function.Bijective (AlgEquiv.symm : (A₁ ≃ₐ[R] A₂) → A₂ ≃ₐ[R] A₁) := Function.bijective_iff_has_inverse.mpr ⟨_, AlgEquiv.symm_symm, AlgEquiv.symm_symm⟩
","import Mathlib

universe uR uA₁ uA₂ uA₃ uA₁' uA₂' uA₃'

variable {R : Type uR}

variable {A₁ : Type uA₁} {A₂ : Type uA₂} {A₃ : Type uA₃}

variable {A₁' : Type uA₁'} {A₂' : Type uA₂'} {A₃' : Type uA₃'}

variable [CommSemiring R] [Semiring A₁] [Semiring A₂] [Semiring A₃]

variable [Semiring A₁'] [Semiring A₂'] [Semiring A₃']

variable [Algebra R A₁] [Algebra R A₂] [Algebra R A₃]

variable [Algebra R A₁'] [Algebra R A₂'] [Algebra R A₃']

variable (e : A₁ ≃ₐ[R] A₂)

theorem symm_bijective : Function.Bijective (AlgEquiv.symm : (A₁ ≃ₐ[R] A₂) → A₂ ≃ₐ[R] A₁) := by
  constructor
  · intro f g h
    have := congrArg AlgEquiv.symm h
    simpa using this
  · intro f
    refine ⟨f.symm, ?_⟩
    rfl
","PASS","2","92"
"Equiv.symm_trans_self.lean","import Mathlib

open scoped AddConstMap

variable {G H K : Type*} [Add G] [Add H] [Add K] {a : G} {b : H} {c : K}

theorem symm_trans_self (e : G ≃+c[a, b] H) : e.symm.trans e = .refl b := AddConstEquiv.toEquiv_injective e.toEquiv.symm_trans_self
","import Mathlib

open scoped AddConstMap

variable {G H K : Type*} [Add G] [Add H] [Add K] {a : G} {b : H} {c : K}

theorem symm_trans_self (e : G ≃+c[a, b] H) : e.symm.trans e = .refl b := by
  ext x
  exact e.apply_symm_apply x
","PASS","2","-18"
